;Fase;Banco;Tipo.de.tronadura;Tipo.Material;M;Dominio.Estructural;Diametro;B;S;Tiempo.entre.Pozos..MS.;TIEMPO.ENTRE.FILAS..MS.;Fc;Tipo.Explosivo;P10;P20;P30;P40;P50;P60;P70;P80;P90;P100;Este;Norte;Cota
1624;Stage 2;3425;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;7;43;126;C;0,59;0,83;1,02;1,26;1,65;2,2;2,83;3,66;4,61;8,11;59265,89;91585,9;3425
1625;Stage 2;3410;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;7;84;214;C;0,31;0,47;0,83;1,1;1,46;1,85;2,52;3,5;5,08;7,91;59484,22;91429,82;3410
1627;Stage 2;3425;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;7;84;154;C;0,12;0,39;0,63;0,94;1,34;1,77;2,48;3,5;5,28;11,06;59061,13;91347,79;3425
1628;Stage 1;3455;Tronadura 2;Roca 2;L1;Noreste;12,25;13;14;7;42;163;C;0,47;0,71;0,98;1,26;1,61;2,24;2,95;3,78;5;7,6;59579,68;91560,21;3455
1629;Stage 4;2840;Tronadura 2;Roca 1;L4;Norte;12,25;7;7;5;36;523;C;0,31;0,63;0,94;1,3;1,85;2,8;3,98;5,87;7,87;11,73;58940,5;90228,71;2840
1630;Stage 2;3425;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;7;84;154;C;0,28;0,47;0,63;0,83;1,14;1,57;2,32;3,65;5,98;8,62;59019,84;91337,41;3425
1631;Stage 1;3455;Tronadura 2;Roca 2;L1;Noreste;12,25;13;14;7;42;163;C;0,08;0,16;0,39;0,59;0,87;1,3;2,28;3,78;5,63;9,8;59553,3;91545,01;3455
1632;Stage 4;2840;Tronadura 2;Roca 1;L4;Norte;12,25;7;7;5;36;523;C;0,08;0,28;0,55;0,91;1,57;2,48;3,86;5,71;8,43;11,5;59021,33;90194,55;2840
1633;Stage 2;3425;Tronadura 2;Roca 2;L7;Norte;12,25;13;14;7;84;154;C;0,4330711;0,6692917;1,181103;1,7716545;2,2047256;2,6771668;3,0708678;3,5039389;4,1732306;5,6299243;58944,63;91351,53;3425
1634;Stage 1;3455;Tronadura 2;Roca 2;L1;Noreste;12,25;13;14;7;42;163;C;0,4330711;0,6299216;1,0236226;1,6141741;2,2047256;2,5984266;3,1102379;3,5826791;4,330711;8,2283509;59563,11;91505,98;3455
1635;Stage 4;2840;Tronadura 2;Roca 1;L4;Norte;12,25;7;7;5;36;523;C;0,5511814;0,9842525;2,1653555;3,0708678;3,7401595;4,2913409;4,9606326;5,905515;6,9291376;8,9763828;58971,97;90147,3;2840
1636;Stage 2;3425;Tronadura 2;Roca 2;L7;Norte;12,25;13;14;7;84;154;C;0,1181103;0,1181103;0,393701;0,5511814;0,9055123;1,5354339;2,5196864;3,4645688;5,0000027;9,6850446;58963,25;9130,58;3425
1637;Stage 1;3455;Tronadura 2;Roca 2;L1;Noreste;12,25;13;14;7;42;163;C;0,6299216;1,0236226;1,4566937;1,8897648;2,2834658;2,6377967;3,0708678;3,7401595;4,2913409;5,6692944;59562,25;91472,75;3455
1638;Stage 4;2840;Tronadura 2;Roca 1;L4;Norte;12,25;7;7;5;36;523;C;0,2362206;0,5905515;1,4566937;2,5590565;3,3070884;4,0551203;5,0000027;5,8267748;7,4409489;10,4330765;58969,85;90126,44;2840
1639;Stage 2;3425;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;7;84;154;C;0,5118113;0,7480319;1,0629927;1,5354339;2,1653555;2,5984266;3,149608;3,6220492;4,4881914;7,0078778;59200,5;91447,62;3425
1640;Stage 1;3455;Tronadura 2;Roca 2;L1;Noreste;12,25;13;14;7;42;163;C;0,5511814;0,8267721;1,1417329;1,6141741;2,2047256;2,755907;3,3464585;3,9763801;4,9212625;7,1653582;59677,1;91551,85;3455
1641;Stage 4;2840;Tronadura 2;Roca 1;L4;Norte;12,25;7;7;5;36;523;C;0,6299216;1,0629927;2,0472452;2,8346472;3,5826791;4,3700811;5,0000027;5,8661449;7,0472479;11,1023682;59036,97;90222,67;2840
1642;Stage 2;3425;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;7;84;154;C;0,6299216;0,8661422;1,0629927;1,3779535;1,7716545;2,362206;2,9921276;3,6614193;4,8425223;9,8031549;59168,67;91446,07;3425
1643;Stage 1;3455;Tronadura 2;Roca 2;L1;Noreste;12,25;13;14;7;42;163;C;0,5905515;0,8267721;1,0629927;1,4173236;1,8897648;2,4409462;2,9921276;3,7795296;4,9212625;9,6850446;5929,9;91502,96;3455
1644;Stage 4;2840;Tronadura 2;Roca 1;L4;Norte;12,25;7;7;5;36;504;C;0,7086618;1,1417329;1,6929143;2,4409462;3,3070884;4,2126007;4,8818924;5,9842552;7,3228386;15,2755988;59070,05;90233,9;2840
1645;Stage 2;3425;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;7;84;154;C;0,4330711;0,7086618;0,9448824;1,2992133;1,7716545;2,4015761;2,9921276;3,6614193;4,9212625;10,5118167;59122,39;91419,03;3425
1646;Stage 1;3455;Tronadura 2;Roca 2;L1;Noreste;12,25;13;14;7;42;163;C;0,4724412;0,8267721;1,2204731;1,7716545;2,2047256;2,755907;3,2283482;3,7795296;4,4094512;8,3464612;59657,08;91499,91;3455
1647;Stage 2;3425;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;7;84;154;C;0,393701;0,6692917;1,0236226;1,4960638;2,0472452;2,5590565;3,1102379;3,7401595;4,6456718;6,9685077;59092,11;91438,72;3425
1648;Stage 1;3455;Tronadura 2;Roca 2;L1;Noreste;12,25;13;14;7;84;159;C;0,4724412;0,787402;1,1023628;1,4566937;1,8897648;2,3228359;2,9527575;3,5826791;4,6456718;8,1102406;59643,96;91455,22;3455
1649;Stage 2;3425;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;7;84;154;C;0,5511814;0,8661422;1,1417329;1,4566937;1,8503947;2,3228359;2,9133874;3,6614193;5,0787429;11,1417383;59088,79;91461,68;3425
1650;Stage 4;2825;Tronadura 2;Roca 1;L4;Norte;12,25;7;7;5;72;495;C;0,3543309;1,1023628;2,1653555;2,8740173;3,3464585;3,93701;4,7637821;5,4724439;6,5354366;10,1574858;59068,54;90433,01;2825
1651;Stage 2;3425;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;7;84;169;C;0,2362206;0,4724412;0,7086618;1,1417329;1,7716545;2,5196864;3,2677183;3,7007894;4,6850419;6,8110273;59073,78;91567,77;3425
1652;Stage 1;3455;Tronadura 2;Roca 2;L1;Noreste;12,25;13;14;7;84;159;C;0,3149608;0,4724412;0,6692917;0,9055123;1,2598432;1,8110246;2,5196864;3,5826791;4,4881914;5,7086645;59649,83;91424,28;3455
1653;Stage 4;2825;Tronadura 2;Roca 1;L4;Norte;12,25;7;7;5;72;495;C;0,4724412;0,8267721;1,4960638;2,3228359;3,0314977;3,7795296;4,6063017;5,5511841;6,8110273;9,5275642;59104,65;90444,17;2825
1654;Stage 2;3425;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;7;84;169;C;0,393701;0,5905515;0,8267721;1,2598432;1,6141741;2,2440957;2,8740173;3,7401595;5,2755934;6,9685077;59134,9;91597,69;3425
1655;Stage 1;3440;Tronadura 2;Roca 2;L1;Noreste;12,25;13;14;7;84;143;C;0,4724412;0,7086618;1,2992133;1,9291349;2,5984266;3,0708678;3,543309;3,8188997;4,2519708;6,692917;59595,4;91745,05;3440
1656;Stage 4;2825;Tronadura 2;Roca 1;L4;Norte;12,25;7;7;5;72;495;C;0,393701;1,3779535;2,2834658;3,0708678;3,5039389;4,0551203;4,9606326;5,7086645;7,2440984;8,9370127;59049,12;90410,56;2825
1657;Stage 2;3425;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;7;84;169;C;0,2755907;0,8267721;1,8503947;2,2440957;2,5984266;3,0314977;3,3464585;3,7795296;4,5275615;7,0078778;59154,31;91615,47;3425
1658;Stage 2;3425;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;7;84;169;C;0,1968505;0,6299216;1,7716545;2,4015761;2,755907;3,1889781;3,4645688;3,8188997;4,4094512;6,299216;59238,03;91628,92;3425
1659;Stage 4;2825;Tronadura 2;Roca 1;L4;Norte;12,25;7;7;5;72;495;C;0,2755907;1,1417329;2,362206;3,2283482;3,8976399;4,3700811;5,0000027;5,7086645;6,692917;10,0787456;59092,27;90398,16;2825
1660;Stage 2;3425;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;7;84;169;C;0,3149608;1,2598432;2,0078751;2,4015761;2,7165369;3,1102379;3,4251987;3,7795296;4,6063017;7,0078778;59179,73;91629,46;3425
1661;Stage 2;3425;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;7;84;169;C;0,3543309;0,5511814;0,8661422;1,2992133;1,8110246;2,5196864;3,3464585;3,6614193;4,724412;6,8110273;59260,79;91652,98;3425
1662;Stage 1;3440;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;7;42;143;C;0,47;0,71;0,91;1,18;1,61;2,17;2,87;3,5;4,76;7,56;59580,65;91660,48;3440
1663;Stage 2;3425;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;7;84;169;C;0,39;0,59;0,75;0,94;1,3;1,89;2,48;3,74;5,47;8,82;59207;91647,4;3425
1664;Stage 1;3440;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;7;42;143;C;0,4724412;0,7086618;1,1023628;1,6535442;2,1653555;2,755907;3,2283482;3,7795296;4,2913409;6,6141768;59580,96;91810,4;3440
1665;Stage 2;3425;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;7;84;169;C;0,5118113;0,7480319;0,9842525;1,2598432;1,6535442;2,2440957;2,9527575;3,6220492;4,7637821;8,8189024;59202,5;91661;3425
1666;Stage 1;3440;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;7;42;143;C;0,2;0,51;1,42;2,09;2,64;3,07;3,43;3,9;4,49;6,3;59563,59;91612,52;3440
1667;Stage 2;3425;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;7;84;169;C;0,28;0,83;1,85;2,24;2,6;3,03;3,35;3,78;4,53;7,01;59280,42;91663,77;3425
1668;Stage 1;3440;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;7;42;149;C;0,28;0,43;0,67;0,94;1,5;2,17;2,91;3,82;5,59;10,63;59532,93;91563,52;3440
1669;Stage 2;3425;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;7;84;154;C;0,12;0,39;0,51;0,67;0,87;1,22;1,97;3,74;6,22;9,92;59097,64;91501,74;3425
1670;Stage 1;3440;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;7;42;149;C;0,28;0,51;0,83;1,14;1,61;2,28;3,19;3,94;4,92;7,44;59552,98;91524,26;3440
1671;Stage 1;3440;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;7;42;143;C;0,35;0,67;0,94;1,34;1,85;2,44;3,15;3,98;5,43;9,65;59620,91;91648,84;3440
1672;Stage 2;3425;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;7;84;154;C;0,08;0,28;0,47;0,63;0,83;1,3;2,32;3,74;5,28;9,13;59069,72;91494,49;3425
1674;Stage 1;3440;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;7;42;149;C;0,12;0,39;0,55;0,67;0,94;1,42;2,36;3,62;4,8;9,13;59606,15;91566,7;3440
1675;Stage 1;3440;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;7;42;143;C;0,08;0,39;0,59;0,75;1,02;1,42;2,17;3,5;5;8,35;59554,29;91484,08;3440
1676;Stage 2;3425;Tronadura 2;Roca 2;L1;Noreste;12,25;13;14;7;42;155;C;0,31;0,63;0,94;1,3;1,81;2,4;3,07;3,9;5,08;9,65;59438,05;91654,62;3425
1677;Stage 1;3440;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;7;42;149;C;0,47;0,79;1,18;1,81;2,28;2,72;3,19;3,82;4,53;6,97;59604,78;91520,31;3440
1678;Stage 2;3410;Tronadura 2;Roca 2;L1;Noreste;12,25;13;14;7;84;214;C;0,31;0,67;0,98;1,5;2,01;2,48;2,91;3,62;4,61;8,66;59460,17;91516,76;3410
1679;Stage 4;2825;Tronadura 2;Roca 1;L4;Norte;12,25;7;7;5;72;521;C;0,2362206;0,9448824;1,8897648;2,5984266;3,1889781;3,8976399;5,118113;5,7874047;8,5826818;11,8504001;58885,82;90407,79;2825
1680;Stage 2;3410;Tronadura 2;Roca 2;L1;Noreste;12,25;13;14;7;84;128;C;0,3149608;0,5118113;0,7086618;1,0236226;1,574804;2,2047256;3,0708678;3,7795296;4,6456718;5,7480346;59411,1;91535,54;3410
1681;Stage 4;2825;Tronadura 2;Roca 1;L4;Norte;12,25;7;7;5;72;521;C;0,3543309;1,6929143;2,4803163;3,149608;3,8976399;4,5669316;5,0000027;5,5905542;6,1023655;7,6771695;58876,61;90329,51;2825
1682;Stage 2;3410;Tronadura 2;Roca 2;L1;Noreste;12,25;13;14;7;84;128;C;0,1968505;0,9842525;1,968505;2,4409462;2,8346472;3,1889781;3,4645688;3,7795296;4,330711;5,2755934;59306,62;91506,34;3410
1683;Stage 4;2825;Tronadura 2;Roca 1;L4;Norte;12,25;7;7;5;72;521;C;0,393701;0,9055123;1,6141741;2,2834658;3,0708678;4,0157502;4,724412;5,7480346;7,086618;13,3464639;58919,52;90381,89;2825
1684;Stage 2;3410;Tronadura 2;Roca 2;L1;Noreste;12,25;13;14;7;84;128;C;0,0787402;0,1968505;0,393701;0,7086618;1,3779535;2,0078751;2,7952771;3,7007894;4,8031522;6,9291376;59339,2;91522,15;3410
1685;Stage 1;3440;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;7;42;143;C;0,4330711;0,5905515;0,8267721;1,1417329;1,5354339;1,9291349;2,4409462;2,9921276;4,0944904;6,692917;59625,85;91741,09;3440
1686;Stage 1;3440;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;7;42;149;C;0,4724412;0,7086618;0,9842525;1,2992133;1,574804;1,968505;2,4015761;3,0708678;4,0551203;6,0236253;59641,05;91453,34;3440
1687;Stage 1;3440;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;7;42;143;C;0,3149608;0,6692917;0,8661422;1,2204731;1,7322844;2,4015761;3,2677183;4,2913409;6,299216;15,2755988;59550;91817;3440
1688;Stage 2;3410;Tronadura 2;Roca 2;L1;Noreste;12,25;13;14;7;84;128;C;0,2362206;0,5905515;0,9448824;1,2598432;1,6535442;2,1259854;2,7952771;3,4251987;4,6850419;6,6141768;59405;59561;3410
1689;Stage 1;3440;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;5;60;177;C;0,5905515;0,787402;0,9842525;1,2992133;1,6535442;2,0866153;2,5590565;3,1889781;4,4488213;6,8110273;59540;91854;3440
1690;Stage 2;3410;Tronadura 2;Roca 2;L1;Noreste;12,25;13;14;7;84;128;C;0,4330711;0,7480319;1,0629927;1,3385834;1,6929143;2,2047256;2,7165369;3,3858286;4,3700811;7,2440984;59367;91510;3410
1691;Stage 4;2825;Tronadura 2;Roca 1;L4;Norte;12,25;7;7;5;72;521;C;0,393701;0,7480319;1,2204731;1,8503947;2,5196864;3,5039389;4,6456718;5,8267748;7,7165396;9,5669343;58948;90363;2825
1692;Stage 2;3440;Tronadura 2;Roca 2;L8;Norte;12,25;13;14;5;84;194;C;0,2755907;0,5905515;1,0236226;1,6535442;2,4409462;3,149608;3,7795296;4,6456718;5,4330738;7,0472479;58787;91343;3440
1693;Stage 4;2825;Tronadura 2;Roca 1;L4;Norte;12,25;7;7;5;72;521;C;0,5511814;0,9842525;1,4173236;1,968505;2,755907;3,6614193;4,6063017;5,8267748;7,480319;11,7322898;58974;90353;2825
1694;Stage 4;2825;Tronadura 2;Roca 1;L4;Norte;12,25;7;7;5;72;521;C;0,6692917;1,0629927;1,4566937;1,9291349;2,7165369;3,4645688;4,2519708;5,6692944;7,5196891;14,8818978;59001,42;90380,38;2825
1695;Stage 4;2825;Tronadura 2;Roca 1;L4;Norte;12,25;7;7;5;72;521;C;0,3543309;0,7480319;1,1417329;1,7716545;2,5590565;3,6220492;4,8031522;5,8267748;7,0078778;13,8582752;59026,27;90339,44;2825
1696;Stage 4;2825;Tronadura 2;Roca 1;L4;Norte;12,25;7;7;5;72;521;C;0,9448824;2,0866153;2,6377967;3,2677183;3,8582698;4,4094512;4,8425223;5,6299243;6,8503974;8,3858313;58988,41;90314,52;2825
1697;Stage 1;3440;Tronadura 2;Roca 2;L8;Norte;12,25;13;14;5;60;177;C;0,7480319;1,4173236;1,8110246;2,1259854;2,4803163;2,8740173;3,3070884;3,7401595;4,2519708;5,905515;59541;91854,48;3440
1698;Stage 4;2840;Tronadura 2;Roca 1;L4;Norte;10,625;7;7;5;72;409;C;0,3149608;1,5354339;2,4409462;3,1889781;3,8582698;4,330711;4,8425223;5,5905542;6,7322871;9,3700838;58991,42;90124,39;2840
1699;Stage 2;3440;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;7;42;143;C;0,3543309;0,6692917;1,3385834;1,9291349;2,2834658;2,5984266;3,1889781;3,7401595;4,6850419;6,692917;59456,41;91796,32;3440
1700;Stage 4;2840;Tronadura 2;Roca 1;L4;Norte;10,625;7;7;5;72;409;C;0,6299216;1,574804;2,2834658;2,8346472;3,4251987;4,1338605;4,7637821;5,5905542;7,1259881;11,2598486;58939,45;90061,73;2840
1701;Stage 2;3440;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;7;42;143;C;0,3543309;0,6692917;1,1417329;1,574804;2,0472452;2,4803163;3,1102379;3,6614193;4,4094512;6,1811057;59433,92;91803,3;3440
1702;Stage 4;2825;Tronadura 2;Roca 1;L4;Norte;12,25;7;7;5;72;521;C;0,6692917;1,7322844;2,4015761;3,1102379;3,7007894;4,2126007;4,9212625;5,7086645;6,5354366;8,8976426;59044,3;90324,91;2825
1703;Stage 2;3425;Tronadura 2;Roca 2;L1;Noreste;12,25;13;14;7;42;155;C;0,4724412;0,8267721;1,574804;2,2047256;2,6771668;3,0314977;3,3464585;3,7007894;4,330711;6,3779562;59480,98;91642,11;3425
1704;Stage 4;2825;Tronadura 2;Roca 1;L4;Norte;12,25;7;7;5;72;521;C;0,3543309;0,6299216;0,9842525;1,574804;2,2834658;3,2283482;4,4094512;5,5511841;6,8897675;8,9370127;59001,44;90300,82;2825
1705;Stage 2;3440;Tronadura 2;Roca 2;L8;Norte;12,25;14;14;5;84;151;C;0,5905515;0,9055123;1,3385834;1,7322844;2,1653555;2,5196864;2,9921276;3,4645688;4,0944904;6,1811057;58536;91349;3440
1706;Stage 2;3440;Tronadura 2;Roca 2;L8;Norte;12,25;14;14;5;84;194;C;0,6692917;0,9842525;1,2992133;1,6535442;2,0866153;2,5590565;2,9921276;3,7007894;4,4881914;7,87402;58657;91340;3440
1707;Stage 2;3440;Tronadura 2;Roca 2;L8;Norte;12,25;14;14;5;84;151;C;0,5511814;1,2992133;1,6141741;1,968505;2,362206;2,755907;3,3070884;3,7795296;4,2519708;6,9685077;58579;91354;3440
1708;Stage 2;3440;Tronadura 2;Roca 2;L8;Norte;12,25;14;14;5;84;151;C;0,5905515;1,3385834;1,7322844;2,1653555;2,4803163;2,8740173;3,5039389;4,0551203;4,6456718;6,1811057;58627;91333;3440
1709;Stage 2;3440;Tronadura 2;Roca 2;L8;Norte;12,25;14;14;5;84;151;C;0,2755907;0,5118113;0,9842525;1,6535442;2,2834658;2,8346472;3,3070884;4,0157502;5,5511841;9,9212652;58578;91326;3440
1710;Stage 2;3425;Tronadura 2;Roca 2;L7;Norte;12,25;13;14;7;84;154;C;0,1574804;0,3543309;0,6299216;1,1417329;1,8503947;2,4409462;3,0708678;3,6614193;4,8425223;8,0315004;58915;91329;3425
1711;Stage 2;3440;Tronadura 2;Roca 2;L8;Norte;12,25;14;14;7;84;135;C;0,6299216;1,181103;1,6535442;2,0078751;2,362206;2,6377967;3,0708678;3,5039389;4,5275615;7,7559097;58484;91398;3440
1712;Stage 4;2825;Tronadura 2;Roca 1;L4;Norte;12,25;7;7;5;72;521;C;0,6692917;1,181103;1,8897648;2,6377967;3,3464585;3,8976399;4,6456718;5,4724439;6,7322871;9,3307137;58964;90293;2825
1713;Stage 4;2825;Tronadura 2;Roca 1;L4;Norte;12,25;7;7;5;72;521;C;0,5511814;1,1023628;1,7322844;2,4803163;3,2677183;3,8582698;4,6850419;5,7086645;6,7716572;9,3307137;58938;90285;2825
1714;Stage 2;3410;Tronadura 2;Roca 2;L1;Noreste;12,25;13;14;7;84;128;C;0,8267721;1,181103;1,4566937;1,8110246;2,1653555;2,6771668;3,2677183;3,93701;4,9606326;7,87402;59338;91469;3410
1715;Stage 4;2825;Tronadura 2;Roca 1;L4;Norte;12,25;7;7;5;72;521;C;0,7086618;1,2204731;1,8503947;2,5196864;3,2283482;3,8188997;4,724412;5,7086645;7,3228386;9,2519735;59365;91545;2825
1716;Stage 2;3410;Tronadura 2;Roca 2;L1;Noreste;12,25;13;14;7;84;128;C;0,4724412;0,7480319;1,0629927;1,4960638;1,9291349;2,4803163;3,1889781;4,0551203;5,2755934;8,0315004;58935;90272;3410
1718;Stage 2;3425;Tronadura 2;Roca 2;L8;Norte;12,25;13;14;7;84;149;C;0,12;0,55;0,91;1,3;1,85;2,72;3,62;4,8;6,77;10,24;59429,1;91697;3425
1719;Stage 2;3425;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;7;84;169;C;0,43;0,71;0,94;1,26;1,69;2,24;2,99;3,9;5,43;11,18;59083,4;91537,3;3425
1721;Stage 6;3515;Tronadura 2;Lastre;L1;Noreste;12,25;10;11;7;84;208;C;0,24;0,67;0,91;1,42;2,36;3,43;4,76;6,22;8,62;15,98;60036,6;89832,4;3515
1723;Stage 6;3515;Tronadura 2;Lastre;L1;Noreste;12,25;10;11;7;84;208;C;0,51;0,79;1,26;1,85;2,52;3,35;4,33;5,98;7,17;14,13;60046,6;89815,1;3515
1724;Stage 2;3425;Tronadura 2;Roca 2;L8;Norte;12,25;13;14;7;84;149;C;0,35;0,51;0,71;1,06;1,46;2,01;2,8;3,86;6,26;10,2;59429,1;91697;3425
1726;Stage 6;3515;Tronadura 2;Lastre;L1;Noreste;12,25;10;11;7;84;208;C;0,39;0,63;0,83;1,18;1,69;2,48;3,35;4,49;6,85;14,13;60037,2;89772,5;3515
1727;Stage 2;3425;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;7;84;149;C;0,31;0,43;0,55;0,75;1,18;2,09;3,23;4,21;5,35;9,29;59523,7;91691,3;3425
1728;Stage 2;3425;Tronadura 2;Roca 2;L8;Norte;12,25;13;14;7;84;169;C;0,47;0,71;0,94;1,26;1,61;2,2;2,95;3,82;5,16;10,43;59294,6;91683,4;3425
1729;Stage 2;3425;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;7;84;149;C;0,12;0,47;0,75;1,02;1,42;2,2;3,27;4,76;6,97;13,82;59441;91737;3425
1730;Stage 2;3425;Tronadura 2;Roca 2;L8;Norte;12,25;13;14;7;84;149;C;0,24;0,39;0,63;1,14;1,81;2,32;2,91;3,82;5,39;9,02;59355;91724;3425
1731;Stage 2;3425;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;7;84;149;C;0,24;0,47;0,79;1,26;1,97;2,56;3,35;4,37;6,1;8,7;59465;91756;3425
1732;Stage 2;3425;Tronadura 2;Roca 2;L8;Norte;12,25;13;14;7;84;149;C;0,28;0,47;0,83;1,3;1,85;2,48;3,03;3,78;4,61;8,62;59355,57;91739,06;3425
1733;Stage 2;3425;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;7;84;149;C;0,55;0,87;1,22;1,69;2,24;2,8;3,35;4,09;5,39;8,58;59509,93;91751,15;3425
1734;Stage 2;3425;Tronadura 2;Roca 2;L8;Norte;12,25;13;14;7;84;149;C;0,3543309;0,7480319;1,2204731;1,6141741;2,0472452;2,4803163;2,9133874;3,4251987;4,4094512;5,8661449;59569;91775;3425
1735;Stage 2;3425;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;7;84;154;C;0,2755907;0,6299216;1,1023628;1,574804;2,0866153;2,755907;3,2283482;4,0157502;6,4173263;7,2834685;59533;91636;3425
1736;Stage 2;3425;Tronadura 2;Roca 2;L8;Norte;12,25;13;14;7;84;149;C;0,2755907;0,5511814;1,0236226;1,574804;2,1259854;2,5984266;3,2283482;3,8582698;4,8031522;7,2440984;59498;91808;3425
1737;Stage 2;3425;Tronadura 2;Roca 2;L1;Norte;12,25;13;14;7;84;154;C;0,3543309;0,7480319;1,4173236;2,0078751;2,5196864;3,0708678;3,7007894;4,3700811;5,3149635;7,2047283;59538;91606;3425
1738;Stage 2;3425;Tronadura 2;Roca 2;L8;Norte;12,25;13;14;7;84;149;C;0,5118113;0,7480319;0,9448824;1,2992133;1,7716545;2,4409462;3,0314977;3,7401595;4,5669316;6,9685077;59258;91813;3425
1739;Stage 6;3515;Tronadura 2;Lastre;L1;Norte;12,25;13;14;7;84;182;C;0,9055123;1,574804;2,2047256;2,7952771;3,3070884;3,8188997;4,4488213;5,0000027;6,4173263;9,4881941;60037;89584;3515
1740;Stage 6;3515;Tronadura 2;Lastre;L3;Norte;12,25;10;11;7;84;182;C;1,1023628;2,0078751;2,5590565;3,1102379;3,7795296;4,330711;4,8818924;5,905515;7,3228386;10,0787456;60058;89459;3515
1741;Stage 2;3425;Tronadura 2;Roca 2;L2;Norte;12,25;13;14;7;84;149;C;0,4724412;0,9055123;1,3779535;1,7322844;2,2440957;2,6377967;3,1102379;3,7007894;4,7637821;5,9448851;59555;91825;3425
1742;Stage 2;3425;Tronadura 2;Roca 2;L2;Norte;12,25;13;14;7;84;154;C;0,3543309;0,8267721;1,2992133;1,574804;1,9291349;2,4409462;2,8346472;3,149608;3,93701;5,7480346;59564;91551;3425
1743;Stage 6;3515;Tronadura 2;Lastre;L3;Norte;12,25;10;11;7;84;188;C;0,9055123;1,9291349;2,5984266;3,149608;3,6220492;4,2913409;4,8425223;5,8661449;7,086618;10,0787456;60075;89414;3515
1744;Stage 2;3425;Tronadura 2;Roca 2;L2;Norte;12,25;13;14;7;84;149;C;0,6299216;0,8661422;1,1023628;1,3779535;1,7716545;2,2834658;2,9921276;4,0944904;5,7874047;8,9370127;59569;91831;3425
1745;Stage 2;3425;Tronadura 2;Roca 2;L2;Norte;12,25;13;14;7;84;154;C;0,5118113;0,6692917;0,9055123;1,181103;1,574804;2,0866153;2,6377967;3,3858286;4,5669316;7,9133901;59547;91500;3425
1746;Stage 6;3515;Tronadura 2;Lastre;L3;Norte;12,25;10;11;7;84;188;C;0,7;1,8;2,5;3,1;3,5;4,23;4,92;5,72;7,15;11,5;60048;89379;3515
1747;Stage 2;3425;Tronadura 2;Roca 2;L2;Norte;12,25;13;14;7;84;149;C;0,4724412;0,787402;1,2992133;1,6535442;2,1653555;2,5196864;3,0314977;3,6614193;4,3700811;7,1653582;59583;91762;3425
1748;Stage 2;3425;Tronadura 2;Roca 2;L2;Norte;12,25;13;14;7;84;154;C;0,4724412;0,7086618;1,1023628;1,5354339;1,968505;2,3228359;2,7952771;3,5039389;4,5275615;6,3779562;59592;91494;3425
1749;Stage 6;3515;Tronadura 2;Lastre;L3;Norte;12,25;10;11;7;84;188;C;0,85;1,35;2,68;3,24;3,44;4,58;4,96;5,68;6,8;10,01;60042;89336;3515
1750;Stage 2;3425;Tronadura 2;Roca 2;L2;Norte;12,25;13;14;7;84;149;C;0,5905515;0,8267721;1,181103;1,6141741;2,0472452;2,4803163;3,0708678;3,7795296;5,0000027;8,8189024;59606;91769,6;3425
